Final_text_length,N_keyboard_events,Ratio_combination,Ratio_delete,N_paste_events,N_copy_events,Length_per_event,average_consecutive_backspaces,cps,average_thinking_time,pause_frequency,is_cheat_segment
34.0,35.0,0.0,0.0,0.0,0.0,0.9714285714285714,0.0,5.983928876731064,0.3275555555555556,9.0,False
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2.0,1.0,1.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.9970089730807576,0.871,1.0,False
91.0,93.0,0.0219780219780219,0.0109890109890109,0.0,0.0,0.9578947368421052,1.0,5.262264471227297,0.40025,24.0,False
75.0,76.0,0.0,0.0,0.0,0.0,0.986842105263158,0.0,6.238712855032014,0.3307368421052631,19.0,False
57.0,63.0,0.0350877192982456,0.0526315789473684,0.0,0.0,0.8769230769230769,1.5,4.772727272727275,0.45775,16.0,False
30.0,30.0,0.1666666666666666,0.0333333333333333,0.0,0.0,0.8571428571428571,1.0,2.4859131587669867,0.8783333333333334,9.0,False
100.0,106.0,0.03,0.03,0.0,0.0,0.9174311926605504,1.5,3.911583453263959,0.6056296296296295,27.0,False
170.0,177.0,0.0,0.0176470588235294,0.0,0.0,0.96045197740113,3.0,4.661206646828005,0.5407954545454545,44.0,False
1.0,2.0,0.0,0.0,0.0,0.0,0.5,0.0,15.037593984962406,0.0,0.0,False
40.0,45.0,1.05,0.55,0.0,0.0,0.4597701149425287,22.0,2.586206896551724,0.4482272727272727,22.0,False
1.0,2.0,0.0,0.0,0.0,0.0,0.5,0.0,15.267175572519085,0.0,0.0,False
49.0,51.0,0.1020408163265306,0.0408163265306122,0.0,0.0,0.875,2.0,2.4307706972975547,1.066857142857143,14.0,False
0.0,27.0,0.0,0.0,0.0,0.0,0.0,4.0,4.290481487366915,0.5214285714285715,7.0,False
45.0,44.0,0.0666666666666666,0.0,0.0,0.0,0.9574468085106383,0.0,4.213752154759624,0.5738333333333333,12.0,False
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2618486514794448,2.176,1.0,False
16.0,14.0,0.25,0.0,0.0,0.0,0.8888888888888888,0.0,5.307050796057619,0.29025,4.0,False
8.0,21.0,0.0,0.875,0.0,0.0,0.3809523809523809,7.0,5.077369439071566,0.4253999999999999,5.0,False
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.698,1.0,False
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.235,1.0,False
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.317,1.0,False
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7739938080495355,1.141,1.0,False
40.0,11.0,0.9,0.0,0.0,0.0,0.851063829787234,0.0,0.7336757153338225,0.8169166666666667,12.0,False
62.0,71.0,0.0,0.064516129032258,0.0,0.0,0.8732394366197183,1.3333333333333333,4.7998918334234695,0.4713333333333333,18.0,False
1.0,2.0,0.0,0.0,0.0,0.0,0.5,0.0,10.362694300518134,0.0,0.0,False
177.0,188.0,0.0677966101694915,0.0451977401129943,0.0,0.0,0.885,2.6666666666666665,4.015292283377118,0.5511199999999999,50.0,False
48.0,59.0,0.0,0.1041666666666666,0.0,0.0,0.8135593220338984,5.0,5.117973629424012,0.4021333333333333,15.0,False
41.0,43.0,0.048780487804878,0.048780487804878,0.0,0.0,0.9111111111111112,1.0,3.2821921990687737,0.7652727272727272,11.0,False
78.0,94.0,0.0256410256410256,0.1025641025641025,0.0,0.0,0.8125,2.0,5.027006791807049,0.3972083333333334,24.0,False
45.0,62.0,0.0,0.1777777777777777,0.0,0.0,0.7258064516129032,4.0,4.22919508867667,0.5912666666666666,15.0,False
86.0,136.0,0.127906976744186,0.3255813953488372,0.0,0.0,0.5850340136054422,5.6,4.895608351331892,0.3864864864864865,37.0,False
30.0,2.0,1.2333333333333334,0.0,0.0,0.0,0.7692307692307693,0.0,0.2428363283147159,0.4469,10.0,False
304.0,332.0,0.006578947368421,0.0460526315789473,0.0,0.0,0.9101796407185628,2.0,4.852736972886057,0.4535301204819276,83.0,True
2.0,3.0,0.0,0.5,0.0,0.0,0.6666666666666666,1.0,1.717229536348025,1.078,1.0,True
1.0,2.0,0.0,0.0,0.0,0.0,0.5,0.0,9.75609756097561,0.0,0.0,True
23.0,1.0,1.2173913043478262,0.0,0.0,0.0,0.7931034482758621,0.0,0.1180637544273907,0.7445714285714287,7.0,True
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
63.0,70.0,0.0476190476190476,0.0634920634920634,0.0,0.0,0.863013698630137,1.3333333333333333,3.6880927291886194,0.6838333333333333,18.0,False
76.0,80.0,0.0789473684210526,0.0394736842105263,0.0,0.0,0.8837209302325582,1.5,5.709799443294552,0.3349,20.0,False
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
35.0,35.0,0.1428571428571428,0.0285714285714285,0.0,0.0,0.875,1.0,4.805052169137836,0.3941,10.0,False
80.0,108.0,0.0625,0.1875,0.0,0.0,0.7079646017699115,3.0,5.956320317670418,0.3133214285714286,28.0,False
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7598784194528875,1.091,1.0,True
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,True
1.0,2.0,0.0,0.0,0.0,0.0,0.5,0.0,12.658227848101266,0.0,0.0,True
1.0,2.0,0.0,0.0,0.0,0.0,0.5,0.0,11.76470588235294,0.0,0.0,True
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,True
1.0,2.0,0.0,0.0,0.0,0.0,0.5,0.0,14.285714285714285,0.0,0.0,True
43.0,50.0,0.0465116279069767,0.0697674418604651,0.0,0.0,0.8269230769230769,3.0,5.254308532997056,0.3961538461538462,13.0,True
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
1.0,1.0,2.0,0.0,1.0,0.0,0.3333333333333333,0.0,3.937007874015748,0.167,1.0,True
1.0,2.0,0.0,0.0,0.0,0.0,0.5,0.0,6.944444444444445,0.0,0.0,True
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.613,1.0,True
1.0,0.0,2.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,True
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.9216589861751152,0.99,1.0,True
1.0,2.0,0.0,0.0,0.0,0.0,0.5,0.0,14.388489208633093,0.0,0.0,True
1.0,1.0,2.0,0.0,1.0,0.0,0.3333333333333333,0.0,3.53356890459364,0.174,1.0,True
418.0,4.0,0.0191387559808612,0.0,4.0,0.0,34.833333333333336,0.0,1.02880658436214,0.9333333333333332,3.0,True
0.0,22.0,0.0,0.0,1.0,2.0,0.0,2.0,1.874094897350712,1.005875,8.0,True
8.0,0.0,0.5,0.0,2.0,0.0,2.0,0.0,0.0,0.884,1.0,True
1.0,1.0,2.0,0.0,1.0,0.0,0.3333333333333333,0.0,1.5337423312883436,0.539,1.0,True
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
2.0,0.0,2.0,0.0,1.0,0.0,0.5,0.0,0.0,0.264,1.0,True
0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.947,1.0,True
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
1.0,1.0,2.0,0.0,1.0,0.0,0.3333333333333333,0.0,2.949852507374632,0.197,1.0,True
0.0,53.0,0.0,0.0,0.0,0.0,0.0,1.0,5.7056733771127135,0.3685833333333333,12.0,True
100.83018584768323,39.045197740113,0.5565722799481957,0.0741717859415562,0.22331959421513248,0.06076324493881877,0.6540936641279081,1.427441485068604,29.158296953800765,1.286498698733947,10.474576271186441,True
47.84156775618037,39.045197740113,0.2869061956346632,0.05316459617070889,0.8365472422680391,0.43006399607192486,4.598452111911681,1.427441485068604,21.737829480260046,0.9810828923926286,10.474576271186441,True
30.926553672316384,39.045197740113,0.6005480881839734,0.05316459617070889,1.5004579211233642,0.07380918313791503,0.6540936641279081,2.85622888586275,5.831718829895388,0.5322312468951844,10.474576271186441,True
44.56976464191757,39.045197740113,0.2869061956346632,0.06408887516843988,0.29406765006711977,0.022598870056497175,0.6540936641279081,1.427441485068604,5.831718829895388,1.8978125999269926,10.474576271186441,True
30.926553672316384,39.045197740113,1.7360639612475086,0.05316459617070889,0.4007824808336752,0.022598870056497175,8.68526874526614,1.427441485068604,39.42565219171883,1.3288206991570788,10.474576271186441,True
43.97448576242683,39.045197740113,0.58137788513392,0.2814084367716297,1.3165867229400523,0.19833187017042292,0.6540936641279081,1.427441485068604,22.518206257273732,1.9834863478758755,10.474576271186441,True
147.7782203630568,39.045197740113,1.8495722753571984,0.1982697385883025,1.6445656045159578,0.022704207408724652,1.7316727061711017,1.427441485068604,6.517059460666582,0.7332297581829852,10.474576271186441,True
72.58527415600729,39.045197740113,3.3006508346744705,0.05316459617070889,3.0806986864336556,0.10426692821187805,4.595316509317403,7.387142169509585,20.99536167374896,1.2797759544113392,14.65219251826555,True
125.71953551141473,39.045197740113,2.4813665896539137,0.05316459617070889,0.1864406779661017,0.27945308721211726,0.6540936641279081,1.427441485068604,5.831718829895388,2.6161291759697765,10.474576271186441,True
84.04980432303962,39.045197740113,0.2869061956346632,0.09084188092393577,0.8673397686280979,0.022598870056497175,6.513842785540367,5.99838614812552,16.968730657773754,0.5322312468951844,10.474576271186441,True
30.926553672316384,39.045197740113,0.5117246495390866,0.14292016811013875,0.1864406779661017,0.022598870056497175,6.144648653674351,4.874418571924123,5.831718829895388,2.4131575283185,10.474576271186441,True
95.23673001229146,39.045197740113,2.144130324684441,0.11497316000690241,0.1864406779661017,0.35806231071178024,1.8361490325496512,1.427441485068604,36.71482773546169,3.9958334136971887,10.474576271186441,True
30.926553672316384,39.045197740113,2.3503915375494877,0.3128281813284739,1.3383297762231527,0.0651186813431881,7.233050793213397,1.427441485068604,50.9566480751599,0.5322312468951844,10.474576271186441,True
136.25873937082795,85.92201563661976,0.2869061956346632,0.05316459617070889,2.322009304604128,0.022598870056497175,3.04368576476279,2.3974860722282267,5.831718829895388,0.5322312468951844,15.839415469266893,True
30.926553672316384,53.579770583802556,0.38180177076673916,0.15056112125644489,1.892098962029766,0.3477439450409163,3.683443443996261,4.601151146346169,5.831718829895388,0.5322312468951844,10.474576271186441,True
30.926553672316384,39.25145872118371,1.903105456898748,0.05316459617070889,2.4853448709464563,0.02296961153287412,4.1199972813006704,4.6685895834183935,5.831718829895388,0.5322312468951844,10.474576271186441,True
74.72172443825393,39.045197740113,0.2869061956346632,0.05316459617070889,1.1267969688312516,0.022598870056497175,0.6540936641279081,4.23749749310324,82.3388131961823,2.3207200472264087,10.474576271186441,True
30.926553672316384,39.045197740113,0.7725478287151901,0.05316459617070889,2.546846071679821,0.42020262252252544,0.6540936641279081,2.459179293138294,36.63668153677846,4.044973334802331,14.212658610085299,True
30.926553672316384,39.045197740113,0.2869061956346632,0.05316459617070889,0.8201733735365155,0.17224536383274197,0.6540936641279081,4.812103596000567,9.830780622014844,1.686637048770793,10.474576271186441,True
30.926553672316384,56.323788900401766,2.068063454250953,0.18130336308387981,0.1864406779661017,0.022598870056497175,0.6540936641279081,4.541804185381173,33.56705795768854,2.0022107462749963,10.474576271186441,True
30.926553672316384,39.045197740113,2.8540693930383716,0.05316459617070889,2.3574708346287685,0.022598870056497175,0.6540936641279081,1.427441485068604,19.19531921311557,0.5322312468951844,29.217817992685347,True
30.926553672316384,39.045197740113,1.7045062178158785,0.06565644859744435,1.8245069333660329,0.022598870056497175,0.6540936641279081,1.427441485068604,5.831718829895388,0.5322312468951844,10.474576271186441,True
30.926553672316384,39.045197740113,0.2869061956346632,0.05316459617070889,0.7938271696090051,0.304292620190551,0.6540936641279081,1.427441485068604,5.831718829895388,3.179786071001425,10.474576271186441,True
75.78465399559158,39.045197740113,0.7638177468770678,0.05316459617070889,0.32359037022821335,0.022598870056497175,4.6845974471057525,1.427441485068604,5.831718829895388,0.5322312468951844,10.474576271186441,True
95.32867754604946,39.045197740113,0.2869061956346632,0.1040729963162162,0.23533027031153442,0.022598870056497175,0.6540936641279081,1.427441485068604,30.06713568177731,0.8336045418054134,15.692524224261415,True
36.23442653980149,39.045197740113,2.6476870750507273,0.05316459617070889,0.5472012281087755,0.022598870056497175,0.6540936641279081,1.427441485068604,31.58988940370415,0.5322312468951844,10.474576271186441,True
93.5736085775838,39.045197740113,0.8822948234003918,0.05316459617070889,0.1864406779661017,0.60748118893726,1.9544536175998184,2.666800807936391,59.25591738436807,0.5322312468951844,10.474576271186441,True
108.15967682383963,39.045197740113,4.27316820918422,0.05316459617070889,2.1987308010222955,0.022598870056497175,5.6391903224368365,2.658049024511942,34.81830834334354,0.5322312468951844,10.474576271186441,True
30.926553672316384,39.045197740113,2.173260520045719,0.05316459617070889,0.2162954069243187,0.38677578536913626,10.183692698037367,1.427441485068604,5.831718829895388,0.7418515314149378,10.474576271186441,True
30.926553672316384,39.045197740113,0.2869061956346632,0.05316459617070889,0.6078226646860785,0.022598870056497175,8.25964783998978,2.131694895571191,5.831718829895388,0.69899474553035,11.592685332834225,True
55.85270757836638,52.67979644276935,0.2869061956346632,0.08245647873970001,0.1864406779661017,0.022598870056497175,6.725435782296304,1.427441485068604,5.831718829895388,0.5322312468951844,10.474576271186441,True
30.926553672316384,54.5171731378867,0.8014119211342219,0.2079301587847797,0.5611101824212079,0.022598870056497175,6.3846423502525615,3.757519683763217,5.831718829895388,1.0223959349730158,10.474576271186441,True
134.87527998194508,39.045197740113,0.2869061956346632,0.11640201338188635,0.1864406779661017,0.08680332809187612,0.6540936641279081,1.427441485068604,5.831718829895388,0.5322312468951844,10.474576271186441,True
73.43272234507367,39.045197740113,0.48454979989530367,0.05316459617070889,0.6500000497174316,0.252496648753079,0.6540936641279081,1.427441485068604,28.27575664113248,0.5322312468951844,10.474576271186441,True
86.56864668184095,39.045197740113,1.0382804042750162,0.1040963567110994,0.1864406779661017,0.8462211498675762,1.9044410324317917,5.140379585707298,21.406825388261126,2.311615315401914,24.87665165418713,True
61.89978301491989,39.045197740113,1.5538453552637843,0.05316459617070889,0.1864406779661017,0.0654523699006821,0.6540936641279081,1.427441485068604,48.7649702319713,0.5322312468951844,10.474576271186441,True
30.926553672316384,39.045197740113,1.121838838846125,0.05316459617070889,1.1496741614017931,0.04028965448815444,0.6540936641279081,1.9548216219787744,5.831718829895388,0.5322312468951844,10.474576271186441,True
108.4022367930777,72.82171256663418,0.2869061956346632,0.10455489077749461,0.5597612481599861,0.022598870056497175,0.6540936641279081,1.427441485068604,19.154851462903864,0.6852903522686309,10.474576271186441,True
